"Date","Adair","Allen","Anderson","Ballard","Barren","Bath","Bell","Boone","Bourbon","Boyd","Boyle","Bracken","Breathitt","Breckinridge","Bullitt","Butler","Caldwell","Calloway","Campbell","Carlisle","Carroll","Carter","Casey","Christian","Clark","Clay","Clinton","Crittenden","Cumberland","Daviess","Edmonson","Elliott","Estill","Fayette","Fleming","Floyd","Franklin","Fulton","Gallatin","Garrard","Grant","Graves","Grayson","Green","Greenup","Hancock","Hardin","Harlan","Harrison","Hart","Henderson","Henry","Hickman","Hopkins","Jackson","Jefferson","Jessamine","Johnson","Kenton","Knott","Knox","Larue","Laurel","Lawrence","Lee","Leslie","Letcher","Lewis","Lincoln","Livingston","Logan","Lyon","Madison","Magoffin","Marion","Marshall","Martin","Mason","McCracken","McCreary","McLean","Meade","Menifee","Mercer","Metcalfe","Monroe","Montgomery","Morgan","Muhlenberg","Nelson","Nicholas","Ohio","Oldham","Owen","Owsley","Pendleton","Perry","Pike","Powell","Pulaski","Robertson","Rockcastle","Rowan","Russell","Scott","Shelby","Simpson","Spencer","Taylor","Todd","Trigg","Trimble","Union","Warren","Washington","Wayne","Webster","Whitley","Wolfe","Woodford"
2020-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-20,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,10,0,0,1,0,0,0,0,0,0,0,0,0,1,0,7,0,2,0,0,0,0,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2020-03-21,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,10,0,0,1,0,0,0,0,0,0,0,0,0,1,0,7,0,2,0,0,0,0,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2020-03-22,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,10,0,0,1,0,0,0,0,0,0,0,0,0,1,0,7,0,2,0,0,0,0,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2020-03-23,0,0,2,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,11,0,0,0,15,0,0,2,0,0,0,0,0,0,0,0,0,2,0,8,0,2,0,0,0,0,33,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,2,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0
2020-03-24,0,0,2,0,0,0,0,1,2,0,0,0,1,0,0,0,0,1,1,0,0,0,0,2,2,0,0,0,0,11,0,0,0,15,0,0,2,0,0,0,0,0,0,0,0,0,2,0,8,0,2,0,0,0,0,33,1,0,5,0,0,0,1,0,0,0,0,0,0,0,1,1,2,0,0,0,1,0,1,0,0,0,1,0,0,0,2,0,2,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,1,0,1,1,0,0,0,0,0,4,0,0,1,0,0,0
2020-03-25,0,1,2,0,0,0,0,1,2,0,0,0,2,0,0,0,0,1,1,0,0,0,0,2,2,0,0,0,0,14,0,0,0,28,0,0,2,0,0,0,0,0,0,0,0,0,2,0,10,0,2,0,0,0,0,35,1,0,8,0,0,0,1,0,0,0,0,0,0,0,1,1,2,0,0,0,1,0,2,0,0,0,1,0,0,0,2,0,2,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,1,0,1,1,0,0,0,0,0,5,0,0,1,0,0,0
2020-03-26,0,1,2,0,0,0,0,1,2,0,0,0,2,0,0,0,0,1,1,0,0,0,0,2,2,0,0,0,0,14,0,0,0,28,0,0,2,0,0,0,0,0,0,0,0,0,2,0,10,0,2,0,0,0,0,35,1,0,8,0,0,0,1,0,0,0,0,0,0,0,1,1,2,0,0,0,1,0,2,0,0,0,1,0,0,0,2,0,2,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,1,0,1,1,0,0,0,0,0,5,0,0,1,0,0,0
2020-03-27,0,1,2,0,0,0,0,1,2,0,0,0,2,0,0,0,0,1,1,0,0,0,0,2,2,0,0,0,0,14,0,0,0,28,0,0,2,0,0,0,0,0,0,0,0,0,2,0,10,0,2,0,0,0,0,35,1,0,8,0,0,0,1,0,0,0,0,0,0,0,1,1,2,0,0,0,1,0,2,0,0,0,1,0,0,0,2,0,2,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,1,0,1,1,0,0,0,0,0,5,0,0,1,0,0,0
2020-03-28,0,1,2,0,0,0,0,5,2,0,0,0,2,0,0,0,0,1,3,0,0,0,0,2,2,0,0,0,0,20,0,0,0,28,0,0,2,0,0,0,0,0,0,0,0,1,2,0,10,0,3,0,0,0,0,103,1,0,12,0,0,0,1,0,0,0,0,0,0,0,1,1,2,0,0,0,1,0,2,0,1,0,1,0,0,0,2,0,2,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,1,0,1,1,0,0,0,0,0,5,0,0,1,0,0,0
2020-03-29,0,1,2,0,1,0,0,5,2,0,1,1,2,2,2,1,0,2,4,0,1,0,0,6,6,0,0,0,0,27,0,0,0,67,0,1,6,0,0,0,1,0,2,0,0,1,5,0,11,0,3,0,0,11,0,97,10,0,17,0,0,1,2,0,0,0,0,0,0,0,2,1,7,0,0,0,2,1,3,1,1,0,2,2,0,0,2,0,4,2,1,0,3,0,0,0,0,0,0,7,0,0,0,0,5,1,2,2,0,0,0,0,1,9,1,1,2,0,0,3
2020-03-30,0,1,2,0,1,0,0,5,2,0,1,1,2,2,2,1,0,3,4,0,1,0,0,6,6,0,0,0,0,27,0,0,0,82,0,1,6,0,0,0,1,0,2,0,0,1,5,0,11,0,3,0,0,17,0,116,11,0,19,0,0,1,2,0,0,0,0,0,0,0,2,1,8,0,0,0,2,1,5,1,1,0,2,2,0,0,2,0,7,3,1,0,3,0,0,0,0,0,0,7,0,0,0,0,6,1,4,2,0,0,0,0,1,12,1,1,2,0,0,3
2020-03-31,0,2,2,0,1,0,0,8,2,4,4,1,2,2,6,1,0,3,8,0,2,0,0,7,8,0,0,0,0,34,2,0,0,110,0,0,6,0,0,0,1,0,2,0,0,1,6,0,11,0,5,0,0,17,0,206,13,0,20,0,0,1,2,1,0,0,0,1,0,0,3,1,10,0,1,1,1,1,8,1,1,0,2,2,0,0,2,0,10,3,1,0,6,0,0,1,0,0,1,8,0,1,0,0,6,2,9,2,2,0,0,0,2,13,1,3,2,0,0,5
2020-04-01,0,2,2,0,1,0,0,8,2,4,4,1,2,2,6,1,0,3,8,0,2,0,0,7,8,0,0,0,0,34,2,0,0,110,0,0,6,0,0,0,1,0,2,0,0,1,6,0,11,0,5,0,0,17,0,206,13,0,20,0,0,1,2,1,0,0,0,1,0,0,3,1,10,0,1,1,1,1,8,1,1,0,2,2,0,0,2,0,10,3,1,0,6,0,0,1,0,0,1,8,0,1,0,0,6,2,9,2,2,0,0,0,2,13,1,3,2,0,0,5
2020-04-02,0,2,2,0,1,0,0,8,2,4,4,1,2,2,6,1,0,3,8,0,2,0,0,7,8,0,0,0,0,34,2,0,0,116,0,0,6,0,0,0,1,0,2,0,0,1,6,0,11,0,5,0,0,27,0,228,13,0,25,0,0,1,2,1,0,0,0,1,0,0,3,1,10,0,1,1,1,1,8,1,1,0,2,2,0,0,2,0,10,3,1,0,6,0,0,1,0,0,1,8,0,1,0,0,6,2,9,2,2,0,0,0,2,13,1,3,2,0,0,5
2020-04-03,0,2,2,0,1,0,0,8,2,4,4,1,2,2,6,1,0,3,8,0,2,0,0,7,8,0,0,0,0,34,2,0,0,116,0,0,6,0,0,0,1,0,2,0,0,1,6,0,11,0,5,0,0,27,0,228,13,0,25,0,0,1,2,1,0,0,0,1,0,0,3,1,10,0,1,1,1,1,8,1,1,0,2,2,0,0,2,0,10,3,1,0,6,0,0,1,0,0,1,8,0,1,0,0,6,2,9,2,2,0,0,0,2,13,1,3,2,0,0,5
2020-04-04,3,2,3,0,1,1,0,11,4,13,7,1,1,0,11,1,3,5,12,0,2,1,0,23,11,0,1,1,1,55,5,0,0,120,0,0,7,0,0,0,2,2,2,0,1,1,9,0,11,0,6,2,0,33,0,299,15,1,33,0,0,3,2,1,0,0,0,2,0,0,4,4,11,0,3,2,1,2,10,1,1,2,3,3,0,0,5,0,0,4,1,1,6,0,0,1,3,1,1,12,0,1,0,1,12,7,13,2,2,0,0,0,2,18,2,4,3,0,0,8
2020-04-05,3,2,3,0,0,1,0,12,4,13,7,1,1,2,11,1,2,5,12,0,2,1,0,30,11,0,1,1,1,55,5,0,0,122,0,0,7,0,0,0,2,2,2,0,1,1,9,0,12,0,6,2,0,34,0,304,16,1,33,0,0,3,2,1,0,0,0,2,0,0,4,4,11,0,3,3,1,2,13,1,1,2,3,4,0,0,5,0,0,4,1,1,7,0,0,2,3,1,1,13,0,2,0,1,14,7,13,2,2,0,0,0,2,21,2,4,3,0,0,9
2020-04-06,3,2,3,0,0,1,0,12,4,13,7,1,1,2,11,1,2,5,12,0,2,1,0,30,11,0,1,1,1,55,5,0,0,122,0,0,7,0,0,0,2,2,2,0,1,1,9,0,12,0,6,2,0,34,0,304,16,1,33,0,0,3,2,1,0,0,0,2,0,0,4,4,11,0,3,3,1,2,13,1,1,2,3,4,0,0,5,0,0,4,1,1,7,0,0,2,3,1,1,13,0,2,0,1,14,7,13,2,2,0,0,0,2,21,2,4,3,0,0,9
2020-04-07,3,2,3,0,1,1,0,21,4,15,7,1,1,2,11,1,2,5,13,0,2,1,0,32,11,0,1,2,1,58,5,0,0,123,0,0,7,0,0,0,2,2,2,0,2,1,9,0,12,0,6,2,0,36,0,319,16,1,36,0,0,3,2,1,0,1,0,2,0,0,4,4,12,0,3,5,1,2,13,1,1,2,3,4,0,0,6,0,27,4,1,1,8,0,0,2,3,1,1,13,0,4,0,1,14,8,13,2,2,0,0,0,2,21,2,4,3,0,0,8
2020-04-08,3,2,3,0,1,1,0,21,4,15,7,1,1,2,11,1,2,5,13,0,2,1,0,32,11,0,1,2,1,58,5,0,0,123,0,0,7,0,0,0,2,2,2,0,2,1,9,0,12,0,6,2,0,36,0,319,16,1,36,0,0,3,2,1,0,1,0,2,0,0,4,4,12,0,3,5,1,2,13,1,1,2,3,4,0,0,6,0,27,4,1,1,8,0,0,2,3,1,1,13,0,4,0,1,14,8,13,2,2,0,0,0,2,21,2,4,3,0,0,8
2020-04-09,6,3,3,1,1,1,0,23,4,17,9,1,1,3,14,2,5,8,29,0,2,1,0,45,11,0,1,3,1,61,5,0,0,148,0,0,10,0,0,0,3,5,2,1,2,2,9,0,14,1,9,3,0,57,3,380,18,1,54,0,0,3,5,1,0,1,1,2,0,0,5,6,14,0,4,8,1,3,16,3,2,2,3,4,0,2,7,0,26,7,1,4,11,0,0,3,3,1,1,26,0,6,0,4,15,11,14,3,3,3,0,0,3,24,3,4,3,1,0,9
2020-04-10,6,3,3,1,1,1,0,23,4,17,9,1,1,3,14,2,5,8,29,0,2,1,0,45,11,0,1,3,1,79,5,0,0,148,0,0,10,0,0,0,3,5,2,1,2,2,9,0,14,1,23,3,0,57,3,380,18,1,54,0,0,3,5,1,0,1,1,2,0,0,5,6,14,0,4,8,1,3,16,3,5,2,3,4,0,2,7,0,26,7,1,8,11,0,0,3,3,1,1,26,0,6,0,4,15,11,14,3,3,3,0,0,3,24,3,4,7,1,0,9
2020-04-11,6,3,3,1,1,1,0,23,4,17,9,1,1,3,14,2,5,8,29,0,2,1,0,45,11,0,1,3,1,79,5,0,0,148,0,0,10,0,0,0,3,5,2,1,2,2,9,0,14,1,23,3,0,57,3,380,18,1,54,0,0,3,5,1,0,1,1,2,0,0,5,6,14,0,4,8,1,3,16,3,5,2,3,4,0,2,7,0,26,7,1,8,11,0,0,3,3,1,1,26,0,6,0,4,15,11,14,3,3,3,0,0,3,24,3,4,7,1,0,9
2020-04-12,11,4,3,1,5,2,0,48,4,26,13,6,2,3,27,11,10,14,47,0,2,1,0,62,17,0,3,3,3,81,6,0,0,179,1,1,10,0,1,0,13,9,4,2,5,2,21,0,14,1,29,4,0,87,5,495,26,1,91,1,1,3,9,1,0,1,1,2,1,0,5,12,18,0,11,11,4,5,21,8,7,2,3,9,0,2,8,0,28,10,1,8,16,0,0,3,3,4,2,33,0,8,1,8,22,18,17,6,3,6,0,2,5,49,3,4,8,4,0,17
2020-04-13,11,4,3,1,5,2,0,48,4,26,13,6,2,3,27,11,10,14,47,0,2,1,0,62,17,0,3,3,3,81,6,0,0,179,1,1,10,0,1,0,13,9,4,2,5,2,21,0,14,1,29,4,0,87,5,550,26,1,91,1,1,3,9,1,0,1,1,2,1,0,5,12,18,0,11,11,4,5,21,8,7,2,3,9,0,2,8,0,28,10,1,8,16,0,0,3,3,4,2,33,0,8,1,8,22,18,17,6,3,6,0,2,5,49,3,4,8,4,0,17
2020-04-14,43,2,3,2,5,3,0,58,4,23,14,5,3,3,34,22,9,16,45,0,2,3,0,69,18,0,2,3,2,87,6,0,0,197,2,1,11,0,1,0,14,13,5,1,5,2,24,0,15,1,23,4,0,87,12,531,28,1,99,1,1,3,9,1,0,1,1,2,1,0,5,12,20,0,10,11,1,5,23,7,6,2,3,9,0,2,8,1,45,13,1,8,18,0,2,3,4,5,1,31,0,9,1,7,26,18,16,6,4,7,4,1,5,47,3,4,7,5,0,16
2020-04-15,43,2,4,2,5,3,0,56,4,24,12,5,1,3,30,24,10,15,47,0,2,3,1,71,18,0,2,3,2,89,7,0,0,206,2,0,11,0,1,1,14,16,5,1,7,1,25,0,14,1,20,3,0,91,23,573,29,1,106,1,1,4,11,1,0,2,1,2,1,1,10,13,21,0,11,12,1,6,24,9,6,2,3,9,0,3,8,1,47,13,1,7,19,0,2,3,4,5,1,31,0,9,1,8,21,19,17,9,4,8,4,1,5,52,3,5,9,5,0,16
2020-04-16,45,3,5,4,6,3,0,67,7,27,12,7,1,4,31,27,10,22,53,0,2,5,1,72,18,0,2,3,2,106,7,0,0,209,2,4,11,0,1,3,16,24,6,1,11,6,27,0,14,1,26,3,0,97,37,600,30,1,112,1,3,4,12,1,0,2,1,2,3,1,9,13,21,0,12,12,2,6,28,9,7,2,3,9,0,3,9,1,55,14,1,9,22,0,2,5,4,6,1,33,0,11,1,12,21,21,19,8,4,10,4,1,6,71,3,6,11,7,0,20
2020-04-17,45,4,5,3,6,3,0,73,5,29,13,7,1,5,31,51,11,22,55,0,2,4,1,78,18,0,2,3,2,105,7,0,0,210,2,4,12,0,1,3,16,28,8,1,10,5,29,0,16,1,25,3,0,104,43,599,31,1,121,2,4,5,13,1,0,2,1,2,4,1,8,13,21,0,13,12,2,6,27,9,7,2,3,9,0,3,9,1,54,13,1,9,23,0,2,5,4,6,1,34,0,11,2,11,22,22,20,8,4,9,4,2,6,71,3,6,12,8,0,18
2020-04-18,47,4,7,3,6,3,0,74,7,29,13,7,2,6,31,62,11,21,55,0,2,4,1,79,18,0,2,3,2,109,7,0,0,218,2,4,21,0,1,1,16,41,8,1,10,6,29,0,16,1,28,3,0,109,43,689,33,1,128,3,4,5,13,1,0,2,1,2,4,1,8,13,21,0,13,12,2,6,29,9,7,2,3,9,0,3,9,1,58,13,1,13,23,0,2,5,4,6,1,35,0,11,2,12,23,23,21,8,5,11,4,2,8,87,3,6,13,8,0,19
2020-04-19,53,4,6,4,6,3,0,81,7,29,13,7,1,6,33,73,11,21,56,0,2,4,1,79,18,1,2,3,3,125,7,0,0,219,2,4,13,1,1,1,16,51,14,1,10,6,29,0,16,1,28,4,0,111,55,814,32,1,149,3,5,5,13,1,0,2,1,3,4,1,8,13,21,0,13,12,2,6,29,10,8,3,3,9,0,3,9,1,75,13,1,17,22,0,2,5,4,6,1,35,0,11,1,15,23,23,21,9,5,9,4,2,8,95,3,6,13,8,0,18
2020-04-20,54,4,6,4,6,3,0,81,7,29,13,7,1,6,33,72,11,21,58,0,2,4,1,79,18,1,2,3,3,130,7,0,0,219,2,4,13,1,1,1,16,63,16,1,10,6,29,0,16,2,33,4,0,112,57,867,32,1,156,3,5,5,13,1,0,2,1,3,4,1,8,13,21,0,13,14,2,6,29,10,8,3,3,9,0,3,9,1,76,13,1,17,22,0,2,5,4,6,1,35,0,11,1,15,22,22,21,9,4,9,4,2,8,101,3,6,13,8,0,18
2020-04-21,54,4,7,4,7,3,0,86,7,29,13,7,1,6,33,74,12,22,60,0,2,4,1,79,19,1,2,3,3,130,7,0,0,219,2,4,13,1,1,1,17,68,16,1,10,6,30,0,16,2,36,4,0,144,57,925,32,1,169,3,5,5,14,1,0,2,1,3,4,1,8,14,21,0,13,16,3,6,30,10,8,3,3,10,0,3,9,1,76,13,1,17,24,0,2,5,5,6,1,36,0,11,2,16,22,24,22,9,4,9,4,2,8,112,3,6,13,8,0,18
2020-04-22,60,5,7,4,8,3,0,93,6,30,13,7,2,6,34,91,12,22,64,0,2,4,1,86,19,1,2,3,4,134,7,0,0,223,2,4,14,1,1,1,19,84,23,1,10,6,32,0,17,2,40,3,1,150,57,954,31,1,179,4,5,5,14,1,0,2,1,3,4,1,8,14,23,0,13,20,3,6,30,11,9,3,3,11,0,3,9,1,74,14,1,25,24,0,2,5,5,6,1,38,0,11,2,16,22,23,22,9,4,9,4,2,8,131,3,7,16,10,0,19
2020-04-23,63,5,7,4,8,3,0,94,6,30,13,7,2,6,36,92,12,24,64,1,2,4,1,86,19,1,2,3,4,133,7,0,0,223,2,4,14,1,1,1,18,84,25,1,10,6,32,0,17,2,40,3,2,157,58,1008,31,1,214,4,5,5,13,1,0,2,1,3,4,1,8,14,23,0,13,23,3,6,30,11,9,3,3,11,0,3,9,1,72,14,1,26,24,0,2,5,3,6,1,38,0,11,2,16,22,23,22,9,4,9,4,2,8,130,4,6,16,10,0,19
